用户ID,年龄,性别,历史订单数量,购买频率,平均消费金额,优惠券使用,配送距离,是否购买,购买金额,购买等级
24406,37,女,19,9,47.33,0,2.59,0,0,未购买
24407,43,女,16,10,61.65,1,3.59,1,626.36,高
24408,47,男,13,7,58.96,1,6.23,1,377.92,中
24409,35,女,11,6,57.84,0,2.24,0,0,未购买
24410,36,男,24,8,35.5,1,1.72,0,0,未购买
24411,44,女,15,5,53.05,1,1.45,0,0,未购买
24412,41,女,18,9,60.66,0,6.86,1,491.25,高
24413,27,男,21,4,49.81,0,1.27,0,0,未购买
24414,18,男,15,11,32.5,0,2.68,1,390.2,中
24415,33,女,10,7,42.6,0,5.29,0,0,未购买
24416,18,男,23,10,59.54,0,0.8,0,0,未购买
24417,25,女,26,7,60.61,0,2,0,0,未购买
24418,26,男,18,11,78.92,0,3.61,1,949.03,高
24419,29,男,16,9,63.33,1,3.96,1,543.97,高
24420,43,女,14,4,40.42,0,0.97,0,0,未购买
24421,45,女,20,8,52.08,1,2.3,1,455.42,高
24422,40,男,20,7,73.31,0,1.63,1,545.39,高
24423,41,男,19,9,19.43,0,3.76,1,181.82,低
24424,42,男,11,8,65.33,0,1.46,0,0,未购买
24425,18,女,12,11,36.57,1,2.62,0,0,未购买
24426,35,男,16,4,67.38,1,1.6,0,0,未购买
24427,18,女,24,4,49.53,0,4.23,0,0,未购买
24428,40,女,17,5,41.15,0,2.65,0,0,未购买
24429,18,男,13,8,37.72,1,1.18,1,330.33,中
24430,33,女,24,19,48.88,0,1.25,0,0,未购买
24431,40,女,22,9,51.25,0,2.48,1,599.94,高
24432,24,男,18,8,50.49,1,10,0,0,未购买
24433,45,男,19,7,68.05,1,2.89,0,0,未购买
24434,40,男,14,6,43.51,0,4.77,0,0,未购买
24435,39,女,25,6,66.68,0,2.76,0,0,未购买
24436,42,男,12,6,49.46,0,2.52,1,245.81,低
24437,31,女,13,13,46.92,0,1.97,1,531.95,高
24438,37,男,10,5,16.3,,1.38,1,88.25,低
24439,35,男,18,5,60.52,0,2.15,0,0,未购买
24440,35,男,19,5,68.85,0,3.08,0,0,未购买
24441,28,男,15,11,37.66,0,2.83,0,0,未购买
24442,23,男,27,4,44.86,0,2.23,0,0,未购买
24443,32,女,19,10,81.74,1,3.77,0,0,未购买
24444,31,男,19,9,25.44,1,3.98,0,0,未购买
24445,28,女,19,4,32.67,0,7.17,0,0,未购买
24446,44,女,27,3,58.8,0,4.2,0,0,未购买
24447,23,女,22,8,54.22,1,1.28,1,344.61,中
24448,33,女,11,3,37.9,0,2.46,0,0,未购买
24449,47,男,17,12,24.96,0,2.36,0,0,未购买
24450,44,女,18,7,56.17,1,1.14,1,444.34,高
24451,47,男,9,6,52.33,0,2.78,1,269.46,低
24452,29,女,12,6,32.08,0,1.87,0,0,未购买
24453,43,女,21,11,54.07,1,7.02,0,0,未购买
24454,24,男,19,8,69.87,0,3.53,0,0,未购买
24455,32,男,27,11,40.35,1,2.56,0,0,未购买
24456,33,女,10,8,24.49,0,3.38,0,0,未购买
24457,29,女,13,1,58.6,1,2.38,0,0,未购买
24458,,男,22,10,49.6,0,3.18,1,517.83,高
24459,30,男,17,6,43.16,1,3.18,0,0,未购买
24460,25,女,18,9,71.64,,1.72,0,0,未购买
24461,44,男,19,5,39.8,1,3.43,1,172.83,低
24462,33,男,16,9,40.05,0,4.41,0,0,未购买
24463,37,男,23,2,34.11,1,3.15,1,64.17,低
24464,37,男,19,4,35.21,0,2.88,0,0,未购买
24465,36,女,13,7,88.79,1,2.39,1,563.36,高
24466,36,男,21,6,51.73,0,1.6,1,316.53,中
24467,32,男,25,4,19.42,0,1.6,0,0,未购买
24468,,男,13,7,43.03,0,1.9,0,0,未购买
24469,43,女,18,8,51.35,0,1.8,0,0,未购买
24470,35,男,22,7,69,1,1.84,0,0,未购买
24471,31,女,19,3,54.99,1,4.81,0,0,未购买
24472,34,女,24,3,57.05,1,2.25,0,0,未购买
24473,39,男,19,7,18.2,1,1.19,0,0,未购买
24474,50,女,17,8,75.06,0,0.89,0,0,未购买
24475,21,女,22,5,30.83,0,2.9,0,0,未购买
24476,42,男,17,6,52.34,0,3.1,0,0,未购买
24477,46,女,20,2,32.26,0,3.63,0,0,未购买
24478,20,男,17,7,55.98,1,3.71,0,0,未购买
24479,33,男,21,5,48.01,0,2.11,1,240.03,低
24480,24,女,10,9,56.29,1,1.52,0,0,未购买
24481,39,女,18,8,35.89,,1.98,0,0,未购买
24482,31,女,24,10,63.48,1,2.33,0,0,未购买
24483,34,男,16,11,59.72,0,1.21,1,666.84,高
24484,31,女,13,4,38.37,0,3.58,0,0,未购买
24485,42,女,21,8,49.3,0,2.93,0,0,未购买
24486,37,女,14,9,60.51,0,1.87,0,0,未购买
24487,37,女,25,7,55.3,0,3.55,0,0,未购买
24488,37,男,14,5,51.8,1,1.66,1,237.09,低
24489,41,女,16,6,38.56,0,1.85,0,0,未购买
24490,32,女,27,4,28.06,1,2.21,0,0,未购买
24491,52,女,18,3,59.91,0,2.73,1,180.38,低
24492,23,男,10,8,51.48,0,2.18,0,0,未购买
24493,18,女,19,2,73.16,1,3.57,0,0,未购买
24494,18,女,18,4,19.23,1,5.43,0,0,未购买
24495,18,女,25,8,73.18,0,2.8,1,670.62,高
24496,42,男,12,6,33.14,0,2.84,0,0,未购买
24497,41,女,16,3,65.47,1,1.77,0,0,未购买
24498,47,男,16,3,32.25,0,2.54,0,0,未购买
24499,24,男,15,6,36.89,1,1.79,0,0,未购买
24500,42,男,20,5,39.82,0,5.59,0,0,未购买
24501,36,男,15,3,46.94,0,2.59,0,0,未购买
24502,,男,13,6,27.42,1,2.7,1,178.97,低
24503,41,女,26,11,68.01,0,1.68,1,652.22,高
24504,27,女,11,7,44.76,0,2.38,0,0,未购买
24505,61,女,12,4,56.24,1,2.11,1,278.9,低
24506,48,男,28,5,31.37,0,2.08,0,0,未购买
24507,30,男,14,8,19.97,1,3.28,0,0,未购买
24508,24,男,14,9,44.57,0,5.47,0,0,未购买
24509,34,女,15,6,77.22,1,2.08,0,0,未购买
24510,37,男,24,6,54.27,1,1.39,0,0,未购买
24511,46,男,19,8,38.88,0,2.53,0,0,未购买
24512,23,女,20,4,53,0,4.43,0,0,未购买
24513,38,男,22,5,44.07,0,2.24,0,0,未购买
24514,20,女,13,6,39.66,0,2.34,0,0,未购买
24515,39,男,16,4,40.73,0,5.11,0,0,未购买
24516,34,男,16,6,36.05,1,3.74,0,0,未购买
24517,54,女,19,11,38.58,0,1.92,0,0,未购买
24518,20,女,21,6,48.78,0,9.37,0,0,未购买
24519,49,男,18,7,55.86,1,10,1,390.64,中
24520,18,女,17,7,55.23,0,2.87,0,0,未购买
24521,22,女,17,6,61.83,0,1.21,0,0,未购买
24522,18,男,13,7,66.34,0,2.57,0,0,未购买
24523,38,女,19,9,32.7,1,2.39,0,0,未购买
24524,23,男,17,8,58.28,0,2.74,0,0,未购买
24525,22,女,16,8,32.76,0,1.49,0,0,未购买
24526,37,女,15,8,23.89,0,1.92,1,167.21,低
24527,40,女,22,4,36.72,0,2.53,0,0,未购买
24528,35,女,19,12,49.81,0,2.26,1,591.61,高
24529,33,女,23,6,50.67,0,2.87,0,0,未购买
24530,53,女,13,2,31.23,1,1.99,0,0,未购买
24531,36,男,22,9,65.86,0,2.64,1,552.29,高
24532,43,女,19,8,52.46,,4.4,0,0,未购买
24533,36,男,22,9,74.9,1,2.3,0,0,未购买
24534,24,男,18,7,25.39,1,3.04,1,183.08,低
24535,40,男,22,5,77.04,1,2.56,1,407.43,中
24536,28,女,20,7,69.85,1,2.94,0,0,未购买
24537,34,男,24,5,32.82,0,10,0,0,未购买
24538,38,男,22,7,65.68,0,2.24,0,0,未购买
24539,18,男,15,7,74,0,1.8,1,638.46,高
24540,19,男,20,4,97.01,0,4.32,0,0,未购买
24541,44,男,14,8,45.63,0,0.99,1,356.41,中
24542,28,男,13,3,42.49,0,2.02,0,0,未购买
24543,29,男,23,8,54.56,0,3.69,1,375.06,中
24544,37,男,24,8,35.71,1,3.35,0,0,未购买
24545,31,男,17,3,65.51,0,3.39,0,0,未购买
24546,39,女,10,6,44.61,1,2.79,0,0,未购买
24547,34,男,29,5,56.72,0,1.93,1,295.09,中
24548,37,男,14,7,36.49,0,4.35,0,0,未购买
24549,28,男,18,9,61.22,1,2.41,0,0,未购买
24550,37,男,13,6,61.94,0,2.81,0,0,未购买
24551,46,男,19,6,46.18,0,1.97,1,312.58,中
24552,29,女,22,10,29.59,1,1.8,0,0,未购买
24553,44,男,19,2,22.98,1,2.57,0,0,未购买
24554,34,女,20,7,20.98,0,3.85,0,0,未购买
24555,42,男,18,8,52.2,0,2.33,0,0,未购买
24556,36,女,14,9,68.95,0,3.22,1,568.23,高
24557,35,女,12,4,22.97,0,3.53,0,0,未购买
24558,38,女,14,6,53.19,1,1.4,1,315.2,中
24559,47,女,12,12,60.17,1,4.58,1,743.6,高
24560,37,女,17,8,41.07,0,2.91,0,0,未购买
24561,40,男,17,6,69.25,0,3.4,0,0,未购买
24562,31,男,21,7,41.49,1,1.5,1,260.7,低
24563,51,女,21,7,43,0,0.81,0,0,未购买
24564,41,男,12,8,47.07,1,1.39,0,0,未购买
24565,36,女,26,4,68.31,1,2.06,1,278.76,低
24566,34,男,20,4,70.04,0,3.32,0,0,未购买
24567,45,女,14,4,70.12,,2.19,0,0,未购买
24568,29,男,21,7,49.55,1,2.62,0,0,未购买
24569,18,男,18,8,78.55,1,1.1,1,708.92,高
24570,36,男,20,8,46.25,1,3.62,0,0,未购买
24571,47,女,10,4,38.03,0,3.9,0,0,未购买
24572,51,男,24,7,60.92,0,2.68,1,554.49,高
24573,34,男,14,3,51.38,0,2.03,0,0,未购买
24574,35,男,11,6,37.28,1,1.89,0,0,未购买
24575,40,男,18,6,44.24,0,3.88,0,0,未购买
24576,32,女,32,8,51.51,0,1.29,0,0,未购买
24577,40,女,22,8,63.94,1,4.43,0,0,未购买
24578,34,女,13,8,36.13,0,3.77,0,0,未购买
24579,45,女,17,5,50.11,1,6.46,0,0,未购买
24580,42,女,12,8,39.62,0,2.62,0,0,未购买
24581,43,男,15,13,51.15,0,5.52,0,0,未购买
24582,33,女,15,10,49.56,0,1.76,1,478,高
24583,54,男,27,7,45.61,1,2.63,1,404.77,中
24584,40,女,21,7,51.96,1,3.48,0,0,未购买
24585,37,男,22,7,63.75,0,2.9,0,0,未购买
24586,27,男,16,8,60.67,0,4.35,0,0,未购买
24587,34,女,16,5,56.94,1,1.35,0,0,未购买
24588,36,男,19,14,32.65,1,2.55,1,478.13,高
24589,27,男,22,14,78.87,1,3.72,0,0,未购买
24590,32,男,11,11,63.17,0,2.62,0,0,未购买
24591,33,女,18,9,80.24,0,3.29,0,0,未购买
24592,36,男,14,12,32.07,1,4.86,1,405.22,中
24593,18,男,22,2,26.61,1,5.65,0,0,未购买
24594,34,女,18,9,36.35,0,5.43,0,0,未购买
24595,31,女,14,6,36.8,0,2.42,0,0,未购买
24596,35,女,17,9,52.21,1,4.31,1,410.39,中
24597,45,男,17,5,34.61,1,2.62,0,0,未购买
24598,56,男,20,10,49.8,1,4.98,1,486.99,高
24599,42,女,24,4,37.57,1,1.82,0,0,未购买
24600,23,男,17,9,48.88,0,1.8,0,0,未购买
24601,32,女,22,7,68.35,0,2.79,0,0,未购买
24602,41,男,20,7,61.77,0,5.19,0,0,未购买
24603,40,女,17,5,35.43,0,3.96,1,194.65,低
24604,45,男,20,7,30.52,0,2.77,1,201.81,低
24605,34,女,19,7,61.17,1,4.99,0,0,未购买
24606,31,男,19,5,47.03,0,1.92,0,0,未购买
24607,53,男,22,10,45.49,1,7.76,1,390.81,中
24608,36,女,15,6,64.96,0,1.49,0,0,未购买
24609,25,男,21,8,64.47,0,3.15,1,428.27,中
24610,50,男,16,6,41.94,1,5.06,1,206.45,低
24611,20,女,15,5,74.22,1,1.46,1,358.79,中
24612,18,女,26,6,51.66,1,1.59,0,0,未购买
24613,43,男,19,9,26.33,1,2.12,1,237.28,低
24614,44,女,15,8,50.15,0,1.79,0,0,未购买
24615,39,男,20,2,49.21,1,2.34,0,0,未购买
24616,22,男,21,3,22.26,0,2.93,0,0,未购买
24617,34,女,17,10,58.83,1,3.11,0,0,未购买
24618,32,女,19,4,68.9,0,4,0,0,未购买
24619,30,女,23,8,51.63,1,2.44,1,445.1,高
24620,49,男,29,8,75.21,1,1.84,0,0,未购买
24621,25,男,18,7,50.03,0,3.98,1,339.76,中
24622,38,女,10,5,47.51,0,,0,0,未购买
24623,47,女,18,9,17.09,0,1.32,1,137.65,低
24624,39,男,16,9,45.59,0,3.8,0,0,未购买
24625,47,女,19,7,53.05,0,,0,0,未购买
24626,41,男,19,7,33.58,1,3.26,0,0,未购买
24627,39,女,21,10,68.01,0,2.96,1,712.75,高
24628,39,男,15,11,35.97,0,2.69,0,0,未购买
24629,41,男,20,5,34.08,0,0.5,1,206.65,低
24630,31,女,19,8,18.85,0,2.54,0,0,未购买
24631,22,男,22,7,51.11,0,4.14,0,0,未购买
24632,45,女,11,6,56.5,1,2.13,1,405.97,中
24633,47,男,15,5,40.76,0,4.98,0,0,未购买
24634,38,女,17,9,53.25,0,3.65,0,0,未购买
24635,30,男,14,6,52.79,0,4.31,0,0,未购买
24636,19,女,20,8,82.71,0,2.59,0,0,未购买
24637,36,女,20,10,75.03,1,2.72,1,611.6,高
24638,22,男,21,10,56.73,1,2.08,1,587.14,高
24639,20,男,22,9,39.47,0,1.56,1,342.68,中
24640,35,女,19,5,65.03,1,2.29,1,394.07,中
24641,27,男,15,8,48.77,0,4.25,0,0,未购买
24642,38,女,21,14,33.96,0,2.37,1,444.19,高
24643,33,男,20,5,99.67,1,2.15,0,0,未购买
24644,29,男,20,4,48.6,1,1.31,0,0,未购买
24645,18,男,21,8,71.87,0,3.36,0,0,未购买
24646,26,女,20,7,36.98,0,5.53,0,0,未购买
24647,27,男,15,11,51.45,0,0.66,0,0,未购买
24648,23,男,15,7,59.35,1,0.87,1,444.55,高
24649,32,男,21,11,38.26,1,1.76,0,0,未购买
24650,24,男,17,7,38.29,0,2.46,0,0,未购买
24651,33,女,14,7,42.14,1,5.08,1,312.82,中
24652,37,女,20,5,74.72,0,3.41,0,0,未购买
24653,27,女,22,6,80.34,1,6.38,0,0,未购买
24654,39,男,22,8,37.09,1,4.54,1,358.74,中
24655,21,女,15,10,52.91,0,3.1,1,488.67,高
24656,24,女,17,13,52.85,1,3.38,1,771.72,高
24657,34,女,20,8,50.14,1,2.98,1,441.38,高
24658,42,女,12,7,45.43,0,2.18,1,265.72,低
24659,44,女,17,5,54.45,1,1.11,0,0,未购买
24660,51,女,19,14,30.67,0,1.59,1,365.82,中
24661,31,男,22,4,39.5,0,2.7,0,0,未购买
24662,34,男,18,15,53.33,0,1.97,0,0,未购买
24663,25,男,26,2,85.44,1,3.21,1,167.76,低
24664,22,男,18,8,43.93,0,3.3,0,0,未购买
24665,37,女,15,9,49.14,0,4.65,0,0,未购买
24666,27,女,17,5,41.49,0,3.26,0,0,未购买
24667,47,男,26,8,66.29,0,1.23,1,558.7,高
24668,20,男,23,6,50.78,0,1.7,1,342.98,中
24669,40,女,16,4,60.58,0,1.57,0,0,未购买
24670,25,男,23,11,80.87,0,1.17,1,687.21,高
24671,27,男,20,8,35.34,1,3.22,0,0,未购买
24672,40,男,19,6,31.2,1,1.79,0,0,未购买
24673,28,女,15,10,59.09,0,10,0,0,未购买
24674,30,男,17,10,77.67,0,2.87,1,1026.49,高
24675,27,男,18,5,56.03,0,3.95,0,0,未购买
24676,53,男,23,7,77.84,0,1.65,0,0,未购买
24677,29,男,19,6,47.45,0,2.76,0,0,未购买
24678,36,男,14,11,51.49,0,2.72,1,628.99,高
24679,33,男,10,11,66.28,0,4.1,0,0,未购买
24680,37,男,15,8,78.57,1,2.12,0,0,未购买
24681,29,女,16,5,47.12,0,3.53,1,263.5,低
24682,33,男,15,5,68.6,1,5.03,0,0,未购买
24683,39,男,18,15,60.22,0,1.72,0,0,未购买
24684,26,女,19,7,50.25,1,1.96,0,0,未购买
24685,46,女,25,9,27.38,0,1.53,0,0,未购买
24686,47,男,12,4,65.66,1,4.98,0,0,未购买
24687,41,男,21,5,62.61,0,1.71,1,296.49,中
24688,36,女,18,10,49.84,0,2.56,1,568.36,高
24689,18,男,15,8,37.11,1,3.19,0,0,未购买
24690,39,女,21,10,50.84,0,2.62,1,598.69,高
24691,31,男,17,5,65.82,1,1.71,1,313.43,中
24692,33,男,21,9,54.48,1,7.15,0,0,未购买
24693,18,女,27,6,51.98,0,3.14,0,0,未购买
24694,40,女,17,11,88.24,1,1.55,1,962.51,高
24695,21,女,13,8,29.22,0,2.47,1,197.14,低
24696,36,男,15,9,58.37,1,2.73,0,0,未购买
24697,44,女,14,8,57.18,0,2,1,503.63,高
24698,30,女,20,5,45.94,1,1.44,1,224.09,低
24699,47,女,8,10,42.82,0,4.35,0,0,未购买
24700,28,女,14,11,70,1,6.25,1,699.32,高
24701,41,女,17,7,50.11,1,2.04,1,340.33,中
24702,22,男,18,5,62.45,0,2.57,0,0,未购买
24703,45,女,17,3,38.81,1,2.14,0,0,未购买
24704,44,男,17,2,57.82,0,2.91,0,0,未购买
24705,40,女,19,7,57.91,1,2.76,0,0,未购买
24706,31,女,20,5,55.24,0,2.2,0,0,未购买
24707,21,男,22,11,56.42,1,3.82,1,654.83,高
24708,31,女,16,4,35.7,1,2.61,0,0,未购买
24709,46,男,12,2,59.26,0,4.33,0,0,未购买
24710,36,女,19,6,32.57,0,1.58,1,207.91,低
24711,19,女,19,9,34.33,0,2.71,0,0,未购买
24712,24,女,12,9,23.63,0,2.14,0,0,未购买
24713,48,男,17,4,56.09,0,4.29,0,0,未购买
24714,40,女,19,11,42.86,0,6.91,0,0,未购买
24715,23,男,14,9,49.61,0,1.1,0,0,未购买
24716,18,男,18,7,37.1,1,3.62,0,0,未购买
24717,29,女,19,10,63.18,1,2.99,1,674.08,高
24718,18,女,13,4,55.98,0,2.49,0,0,未购买
24719,33,男,22,7,25.48,0,3.06,0,0,未购买
24720,60,女,21,6,31.06,0,4.89,0,0,未购买
24721,19,女,24,8,56.23,1,2.76,0,0,未购买
24722,33,男,19,9,38.01,0,2.01,0,0,未购买
24723,48,男,14,6,44.31,0,3.91,0,0,未购买
24724,42,女,12,4,87.34,1,3.59,1,367.07,中
24725,34,男,23,8,64.68,0,1.06,0,0,未购买
24726,34,男,17,5,58.5,0,1.84,0,0,未购买
24727,,女,20,7,49.8,0,3.51,0,0,未购买
24728,32,男,23,6,67.04,0,4.11,0,0,未购买
24729,37,男,11,4,64.53,0,2.64,0,0,未购买
24730,46,女,11,8,57.52,1,2.08,1,487.95,高
24731,29,女,21,4,65.31,1,2.95,0,0,未购买
24732,33,女,16,7,61.27,1,2.94,1,426.9,中
24733,26,女,13,8,22.86,1,3.98,0,0,未购买
24734,37,女,17,8,36.1,1,2.66,0,0,未购买
24735,43,女,21,8,67.52,0,1.53,0,0,未购买
24736,41,男,25,8,45.65,1,2.66,0,0,未购买
24737,23,男,24,7,68.55,1,3.11,0,0,未购买
24738,36,女,19,1,75.83,1,3.29,0,0,未购买
24739,28,女,15,6,67.19,0,4.38,0,0,未购买
24740,45,男,26,3,38.4,1,4.48,0,0,未购买
24741,33,男,18,18,51.51,1,2.64,1,995.35,高
24742,20,女,18,10,41.13,1,4.93,0,0,未购买
24743,33,男,25,3,40.57,1,2.04,0,0,未购买
24744,40,女,28,5,22.75,0,2.81,0,0,未购买
24745,37,男,15,12,51.63,0,7.12,0,0,未购买
24746,30,男,22,6,23.7,0,3.22,1,139.97,低
24747,29,女,19,5,40.62,0,1.3,1,204.23,低
24748,25,女,22,9,55.19,1,2.39,0,0,未购买
24749,31,女,17,10,46.39,1,3.52,0,0,未购买
24750,26,女,21,10,41.34,0,4,0,0,未购买
24751,45,男,20,8,15.74,0,1.59,0,0,未购买
24752,26,女,15,7,75.08,0,2.08,0,0,未购买
24753,36,男,24,6,57.21,0,1.31,0,0,未购买
24754,36,男,15,8,52.05,0,3.21,1,497.05,高
24755,44,男,13,11,77.17,0,2.75,1,730.42,高
24756,46,女,16,5,45.23,1,2.85,1,247.02,低
24757,42,女,23,5,67.58,0,2.19,0,0,未购买
24758,39,男,13,9,28.54,0,4.98,0,0,未购买
24759,25,男,13,6,16.29,0,2.3,0,0,未购买
24760,24,女,13,8,71.12,0,1.43,0,0,未购买
24761,27,女,13,5,73.49,1,2.71,0,0,未购买
24762,43,男,14,8,55.35,0,4.58,0,0,未购买
24763,36,女,11,3,39.25,0,2.02,0,0,未购买
24764,44,男,18,3,69.01,1,1.85,0,0,未购买
24765,45,女,16,4,41.08,0,4.86,0,0,未购买
24766,28,男,18,6,57.45,1,3.45,0,0,未购买
24767,35,女,16,11,33.88,1,3.35,1,333.55,中
24768,35,男,18,9,62.36,1,5.17,1,564.73,高
24769,32,男,21,12,81.1,1,1.51,1,1107.4,高
24770,30,女,13,5,61.86,1,3.24,0,0,未购买
24771,47,女,14,9,54.41,1,5.43,0,0,未购买
24772,36,女,17,8,73.62,1,2.47,0,0,未购买
24773,35,男,16,10,37.68,1,1.4,1,436.35,中
24774,27,男,10,5,15,0,3.78,0,0,未购买
24775,42,男,18,9,36.93,1,1.97,1,308.21,中
24776,25,男,14,11,55.16,1,3.66,1,564.82,高
24777,40,男,20,7,60.5,1,2.4,0,0,未购买
24778,40,男,5,9,32.68,0,2.32,0,0,未购买
24779,31,男,19,7,43.58,1,3.11,1,378,中
24780,38,男,18,6,43.97,0,4.97,0,0,未购买
24781,37,男,22,7,69.27,0,6.65,0,0,未购买
24782,35,男,26,3,46.82,1,6.77,0,0,未购买
24783,35,女,15,4,55.11,0,2.45,0,0,未购买
24784,36,女,14,4,46.89,1,2.29,1,196.66,低
24785,36,女,15,7,67.13,1,3.91,0,0,未购买
24786,36,男,13,4,44.93,1,2.57,0,0,未购买
24787,24,女,23,4,51.05,1,1.68,1,204.11,低
24788,33,女,21,5,51.74,1,2.33,1,253.97,低
24789,38,男,18,7,92.54,1,2,0,0,未购买
24790,36,女,22,10,60.34,0,2.89,1,622.39,高
24791,45,女,16,9,63.08,1,3.91,0,0,未购买
24792,41,男,17,6,52.29,0,1.89,0,0,未购买
24793,26,女,25,6,53.27,1,3.94,1,288.21,中
24794,33,女,28,6,74.58,0,2.98,0,0,未购买
24795,32,女,13,9,70.07,0,2.17,1,597.12,高
24796,35,男,15,6,71.52,0,1.57,0,0,未购买
24797,35,男,17,8,70.95,1,1.12,0,0,未购买
24798,41,男,20,13,45.08,0,2.07,0,0,未购买
24799,37,女,14,9,84.3,0,2.77,0,0,未购买
24800,47,女,15,4,46.77,0,3.84,0,0,未购买
24801,37,男,16,7,60.85,,3.3,0,0,未购买
24802,27,女,19,9,30.09,1,2.49,1,273.44,低
24803,30,男,12,7,53.86,1,2.22,0,0,未购买
24804,41,男,14,5,35.94,1,7.91,1,208.09,低
24805,19,女,18,5,72.24,0,8.98,0,0,未购买
24806,22,女,16,6,38.28,1,2.62,1,239.22,低
24807,35,女,22,6,52.92,1,5.57,0,0,未购买
24808,45,男,20,6,69.39,0,1.6,0,0,未购买
24809,48,女,20,4,73.93,0,0.87,0,0,未购买
24810,33,男,27,9,49.95,1,2.18,0,0,未购买
24811,46,女,20,7,61.07,0,3,1,421.97,中
24812,,女,17,5,54.12,1,1.36,0,0,未购买
24813,20,女,15,11,20.2,1,1.34,1,224.3,低
24814,35,女,17,10,42.81,0,2.03,0,0,未购买
24815,29,女,15,4,64.83,0,1.48,0,0,未购买
24816,44,女,9,9,72.16,0,3.9,0,0,未购买
24817,35,女,23,2,51.93,0,4.85,1,111.03,低
24818,22,男,16,8,44.34,0,3.4,0,0,未购买
24819,20,女,19,6,26.99,0,3.52,1,167.11,低
24820,35,女,23,6,70.73,0,1.33,0,0,未购买
24821,18,女,17,12,39.38,1,1.15,1,482.15,高
24822,30,男,18,12,49.82,0,1.94,0,0,未购买
24823,37,男,17,8,68.23,0,2.82,0,0,未购买
24824,24,男,14,9,78.29,0,2.88,0,0,未购买
24825,45,女,16,2,62.86,1,3.28,0,0,未购买
24826,47,女,13,6,47.02,1,2.88,0,0,未购买
24827,25,男,10,6,55.65,1,2.02,1,327.29,中
24828,32,男,17,10,60.23,1,1.48,1,643.25,高
24829,45,男,12,5,52.88,0,1.48,0,0,未购买
24830,35,男,14,3,44.36,0,2.31,0,0,未购买
24831,21,女,12,9,49.5,1,3.47,0,0,未购买
24832,34,男,18,6,39.49,0,2.75,0,0,未购买
24833,26,男,14,6,29.18,0,5.34,0,0,未购买
24834,46,男,21,8,28.65,0,3.54,0,0,未购买
24835,41,女,18,1,36.4,0,3.03,0,0,未购买
24836,32,男,20,11,29.39,0,4.44,1,320.25,中
24837,36,女,21,9,36.87,1,2.4,0,0,未购买
24838,22,女,18,6,48.67,0,1.4,0,0,未购买
24839,27,女,15,3,36.93,0,3.56,0,0,未购买
24840,51,女,17,6,42.24,0,4.74,0,0,未购买
24841,36,女,15,8,39.79,1,5.51,0,0,未购买
24842,44,女,14,7,56.05,1,3.37,0,0,未购买
24843,37,男,17,5,36.25,0,3.83,0,0,未购买
24844,48,男,16,5,64.8,0,3.19,0,0,未购买
24845,18,女,24,9,69.69,1,3.15,1,695.36,高
24846,33,女,17,8,44.43,0,3.45,0,0,未购买
24847,51,女,22,4,44,0,4.65,0,0,未购买
24848,45,女,27,6,68.11,0,4.64,0,0,未购买
24849,48,男,23,8,61.84,0,3.95,0,0,未购买
24850,35,男,11,1,43.73,0,2.95,0,0,未购买
24851,30,男,17,6,60.76,0,3.32,0,0,未购买
24852,25,女,15,8,60.56,1,2,0,0,未购买
24853,24,男,14,3,40.42,0,3.11,0,0,未购买
24854,43,男,13,10,36.52,0,2.99,1,346.04,中
24855,40,男,23,3,53.15,0,1.79,0,0,未购买
24856,34,男,15,4,39.32,0,2.8,0,0,未购买
24857,40,女,10,5,74.67,1,3.04,1,321.49,中
24858,36,男,14,3,73.58,0,2.5,0,0,未购买
24859,45,男,15,10,54.84,1,1.96,1,545.22,高
24860,45,女,16,7,74.72,1,1.8,0,0,未购买
24861,24,男,8,4,55.12,0,2.96,1,196.31,低
24862,38,女,13,9,49.01,0,2.08,0,0,未购买
24863,18,女,19,7,54.04,0,2.84,1,325.22,中
24864,36,女,14,6,20.87,1,4.1,0,0,未购买
24865,41,男,17,11,62.04,1,4.47,1,813.84,高
24866,22,女,23,8,38.75,0,1.58,1,313.85,中
24867,31,女,17,7,52.62,0,2.69,1,406.01,中
24868,35,男,15,7,40.71,0,2.13,0,0,未购买
24869,37,男,18,7,57.86,1,4.25,0,0,未购买
24870,32,女,21,6,57.28,0,3,0,0,未购买
24871,23,男,21,8,75.74,0,3.31,0,0,未购买
24872,34,女,10,7,60.07,1,2.1,0,0,未购买
24873,18,女,18,6,60.73,0,2.67,0,0,未购买
24874,33,男,21,9,69.69,0,3.52,0,0,未购买
24875,31,男,21,4,56.4,1,3.8,0,0,未购买
24876,34,女,13,11,42.91,1,2.98,0,0,未购买
24877,29,男,18,5,69.14,1,2.9,1,370,中
24878,20,女,19,7,67.11,0,2.39,0,0,未购买
24879,31,男,31,11,42.8,0,2.71,1,379.98,中
24880,44,男,9,12,49.53,,2.22,1,549.21,高
24881,48,男,23,7,49.21,1,1.15,1,333.06,中
24882,59,男,22,5,48.09,1,3.21,1,224.65,低
24883,52,男,18,5,57.68,0,,0,0,未购买
24884,23,男,12,12,45.67,1,7.77,0,0,未购买
24885,31,女,27,2,55.61,0,0.93,0,0,未购买
24886,35,男,13,7,71.32,1,2.54,0,0,未购买
24887,34,男,18,5,73.37,0,2.54,0,0,未购买
